ano,departamento,municipio,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,precipitacion_mm,temperatura_c,rendimiento_lag1,rendimiento_lag2,rendimiento_media_movil_3y,tendencia_rendimiento_3y,precipitacion_total_mm,anomalia_precipitacion,anomalia_temperatura,ratio_area_cosechada_sembrada,fuente
2021,BOYACA,BOYACA-M2,935.3,842.5,826.9,0.981,1774.2,19.96,1.05,0.966,1.008,,1774.2,35.700000000000045,-0.10833333333333073,0.9007804982358601,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,BOYACA,BOYACA-M2,858.0,807.2,748.5,0.927,1529.6,19.01,0.981,1.05,0.999,0.0050000000000000044,1529.6,-208.9000000000001,-1.05833333333333,0.9407925407925408,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,BOYACA,BOYACA-M2,920.9,797.4,749.0,0.939,2027.3,21.29,0.927,0.981,0.9859999999999999,-0.041,2027.3,288.79999999999995,1.2216666666666676,0.8658920621131502,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,BOYACA,BOYACA-M2,917.2,793.0,795.4,1.003,1640.9,19.29,0.939,0.927,0.949,-0.014000000000000012,1640.9,-97.59999999999991,-0.7783333333333324,0.8645878761447885,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,BUESACO,949.7,882.5,924.0,1.047,1623.9,18.83,0.925,,0.925,,1623.9,162.4666666666667,-0.03500000000000014,0.9292408128882804,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,BUESACO,917.8,830.0,727.1,0.876,1396.7,18.9,1.047,0.925,0.986,,1396.7,-64.73333333333335,0.03500000000000014,0.9043364567443888,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,BUESACO,836.5,791.2,702.1,0.887,1522.0,18.95,0.876,1.047,0.9493333333333333,-0.01633333333333335,1522.0,60.566666666666606,0.08500000000000085,0.9458457860131501,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,BUESACO,868.5,761.5,719.0,0.944,1415.5,18.08,0.887,0.876,0.9366666666666666,-0.05333333333333331,1415.5,-45.933333333333394,-0.7850000000000001,0.8767990788716177,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,BUESACO,914.0,809.7,738.4,0.912,1390.0,19.71,0.944,0.887,0.9023333333333333,0.02266666666666665,1390.0,-71.4333333333334,0.8450000000000024,0.8858862144420132,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,VALLE DEL CAUCA,CAICEDONIA,974.5,954.7,766.7,0.803,2134.9,20.84,0.941,,0.941,,2134.9,69.9666666666667,-0.086666666666666,0.9796818881477681,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,VALLE DEL CAUCA,CAICEDONIA,900.2,867.0,781.0,0.901,1998.6,20.91,0.803,0.941,0.872,,1998.6,-66.33333333333348,-0.01666666666666572,0.9631193068207065,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,VALLE DEL CAUCA,CAICEDONIA,1001.9,945.8,916.5,0.969,2209.1,21.05,0.901,0.803,0.8816666666666667,-0.013333333333333308,2209.1,144.16666666666652,0.12333333333333485,0.9440063878630601,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,VALLE DEL CAUCA,CAICEDONIA,939.8,909.9,787.9,0.866,2110.4,20.03,0.969,0.901,0.891,0.05533333333333331,2110.4,45.4666666666667,-0.8966666666666647,0.9681847201532241,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,VALLE DEL CAUCA,CAICEDONIA,1044.5,966.8,886.5,0.917,2022.6,22.46,0.866,0.969,0.9119999999999999,-0.011666666666666678,2022.6,-42.333333333333485,1.533333333333335,0.9256103398755385,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,TOLIMA,CHAPARRAL,463.9,436.6,336.9,0.772,1376.2,22.23,0.715,,0.715,,1376.2,-326.25,0.1316666666666677,0.9411511101530503,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,TOLIMA,CHAPARRAL,472.2,458.7,341.1,0.744,1427.8,21.55,0.772,0.715,0.7435,,1427.8,-274.6500000000001,-0.548333333333332,0.9714104193138501,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,TOLIMA,CHAPARRAL,488.1,472.7,357.5,0.756,1958.1,21.21,0.744,0.772,0.7436666666666666,0.009666666666666676,1958.1,255.64999999999986,-0.8883333333333319,0.9684490883015775,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,TOLIMA,CHAPARRAL,487.8,438.1,326.2,0.744,1656.3,22.32,0.756,0.744,0.7573333333333334,-0.005333333333333338,1656.3,-46.15000000000009,0.22166666666666757,0.8981139811398114,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,TOLIMA,CHAPARRAL,497.3,435.6,305.1,0.7,2251.2,22.32,0.744,0.756,0.7479999999999999,0.0,2251.2,548.7499999999998,0.22166666666666757,0.875930022119445,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CALDAS,CHINCHINA,1132.8,1089.6,952.0,0.874,2553.0,19.76,0.89,,0.89,,2553.0,-47.0333333333333,0.11166666666666814,0.961864406779661,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CALDAS,CHINCHINA,1177.7,1038.0,945.7,0.911,2388.5,20.47,0.874,0.89,0.882,,2388.5,-211.5333333333333,0.8216666666666654,0.8813789589878577,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CALDAS,CHINCHINA,1073.5,1030.8,933.4,0.905,2723.6,19.68,0.911,0.874,0.8916666666666666,0.007000000000000006,2723.6,123.5666666666666,0.03166666666666629,0.9602235677689799,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CALDAS,CHINCHINA,1169.2,1108.8,949.1,0.856,2603.8,19.64,0.905,0.911,0.8966666666666666,0.010333333333333342,2603.8,3.766666666666879,-0.00833333333333286,0.9483407458091002,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CALDAS,CHINCHINA,1086.7,975.8,862.9,0.884,2586.4,19.15,0.856,0.905,0.8906666666666667,-0.01833333333333335,2586.4,-13.633333333333212,-0.49833333333333485,0.8979479157081071,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,ANTIOQUIA,CIUDAD BOLIVAR,1025.0,929.7,731.4,0.787,2369.0,19.55,0.82,,0.82,,2369.0,284.3833333333332,-1.1166666666666671,0.9070243902439025,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,ANTIOQUIA,CIUDAD BOLIVAR,953.4,883.8,615.5,0.696,2196.6,20.71,0.787,0.82,0.8035,,2196.6,111.98333333333312,0.043333333333333,0.9269981120201384,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,ANTIOQUIA,CIUDAD BOLIVAR,1031.0,929.6,648.0,0.697,2180.0,21.87,0.696,0.787,0.7676666666666666,-0.04133333333333333,2180.0,95.38333333333321,1.2033333333333331,0.9016488845780796,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,ANTIOQUIA,CIUDAD BOLIVAR,971.9,890.7,549.8,0.617,2066.5,20.92,0.697,0.696,0.7266666666666667,-0.030000000000000027,2066.5,-18.116666666666788,0.25333333333333385,0.9164523099084269,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,ANTIOQUIA,CIUDAD BOLIVAR,1026.7,927.2,742.7,0.801,1801.9,20.79,0.617,0.697,0.6699999999999999,-0.02633333333333332,1801.9,-282.7166666666667,0.1233333333333313,0.9030875620921399,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,CONSACA,939.4,886.3,506.4,0.571,1623.9,18.83,0.533,,0.533,,1623.9,162.4666666666667,-0.03500000000000014,0.9434745582286566,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,CONSACA,1014.4,918.0,619.9,0.675,1396.7,18.9,0.571,0.533,0.552,,1396.7,-64.73333333333335,0.03500000000000014,0.9049684542586751,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,CONSACA,1090.2,926.9,449.7,0.485,1522.0,18.95,0.675,0.571,0.593,0.04733333333333334,1522.0,60.566666666666606,0.08500000000000085,0.850210970464135,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,CONSACA,1066.6,1039.1,762.5,0.734,1415.5,18.08,0.485,0.675,0.5770000000000001,-0.028666666666666656,1415.5,-45.933333333333394,-0.7850000000000001,0.9742171385711607,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,CONSACA,966.3,850.9,588.7,0.692,1390.0,19.71,0.734,0.485,0.6313333333333334,0.01966666666666665,1390.0,-71.4333333333334,0.8450000000000024,0.8805753906654248,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CUNDINAMARCA,CUNDINAMARCA-M1,1041.3,980.1,573.9,0.586,1954.5,20.56,0.575,,0.575,,1954.5,310.8666666666668,0.1233333333333313,0.9412273120138289,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CUNDINAMARCA,CUNDINAMARCA-M1,949.3,848.3,461.3,0.544,1485.2,19.54,0.586,0.575,0.5805,,1485.2,-158.43333333333317,-0.8966666666666683,0.8936058148109133,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CUNDINAMARCA,CUNDINAMARCA-M1,1036.9,939.1,588.6,0.627,1299.6,20.29,0.544,0.586,0.5683333333333334,-0.010333333333333306,1299.6,-344.0333333333333,-0.14666666666666828,0.9056803934805671,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CUNDINAMARCA,CUNDINAMARCA-M1,1091.8,1015.9,668.1,0.658,1729.6,21.07,0.627,0.544,0.5856666666666667,0.01366666666666668,1729.6,85.9666666666667,0.6333333333333329,0.9304817732185382,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CUNDINAMARCA,CUNDINAMARCA-M1,1003.8,932.6,586.5,0.629,1785.8,19.74,0.658,0.627,0.6096666666666667,0.038,1785.8,142.16666666666674,-0.696666666666669,0.9290695357640965,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CUNDINAMARCA,CUNDINAMARCA-M2,390.0,365.4,443.0,1.213,1954.5,20.56,1.06,,1.06,,1954.5,310.8666666666668,0.1233333333333313,0.9369230769230769,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CUNDINAMARCA,CUNDINAMARCA-M2,358.0,329.3,407.4,1.237,1485.2,19.54,1.213,1.06,1.1365,,1485.2,-158.43333333333317,-0.8966666666666683,0.9198324022346369,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CUNDINAMARCA,CUNDINAMARCA-M2,363.5,309.4,388.6,1.256,1299.6,20.29,1.237,1.213,1.1700000000000002,0.05900000000000002,1299.6,-344.0333333333333,-0.14666666666666828,0.851169188445667,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CUNDINAMARCA,CUNDINAMARCA-M2,358.7,321.4,405.8,1.262,1729.6,21.07,1.256,1.237,1.2353333333333334,0.014333333333333309,1729.6,85.9666666666667,0.6333333333333329,0.8960133816559799,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CUNDINAMARCA,CUNDINAMARCA-M2,350.7,338.8,409.8,1.21,1785.8,19.74,1.262,1.256,1.2516666666666667,0.008333333333333304,1785.8,142.16666666666674,-0.696666666666669,0.9660678642714572,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,EL TAMBO,1058.8,942.7,939.4,0.996,1623.9,18.83,0.883,,0.883,,1623.9,162.4666666666667,-0.03500000000000014,0.8903475632791841,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,EL TAMBO,1094.3,938.3,962.5,1.026,1396.7,18.9,0.996,0.883,0.9395,,1396.7,-64.73333333333335,0.03500000000000014,0.8574431143196564,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,EL TAMBO,1093.6,1014.6,884.9,0.872,1522.0,18.95,1.026,0.996,0.9683333333333334,0.04766666666666667,1522.0,60.566666666666606,0.08500000000000085,0.9277615215801025,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,EL TAMBO,1090.5,973.4,960.2,0.986,1415.5,18.08,0.872,1.026,0.9646666666666667,-0.04133333333333333,1415.5,-45.933333333333394,-0.7850000000000001,0.8926180651077488,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,EL TAMBO,1021.4,900.7,873.3,0.97,1390.0,19.71,0.986,0.872,0.9613333333333333,-0.013333333333333345,1390.0,-71.4333333333334,0.8450000000000024,0.8818288623457999,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,HUILA,GARZON,484.2,436.7,440.5,1.009,1783.4,21.88,1.01,,1.01,,1783.4,146.75,0.4816666666666656,0.9019000413052458,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,HUILA,GARZON,508.3,461.8,367.9,0.797,1650.1,20.66,1.009,1.01,1.0095,,1650.1,13.449999999999818,-0.7383333333333333,0.9085185913830415,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,HUILA,GARZON,468.0,456.8,432.5,0.947,1397.0,21.52,0.797,1.009,0.9386666666666666,-0.071,1397.0,-239.6500000000001,0.12166666666666615,0.976068376068376,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,HUILA,GARZON,540.4,528.9,503.9,0.953,1389.6,21.88,0.947,0.797,0.9176666666666667,-0.02066666666666665,1389.6,-247.05000000000018,0.4816666666666656,0.978719467061436,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,HUILA,GARZON,557.0,525.0,460.2,0.876,1821.3,20.78,0.953,0.947,0.899,0.05199999999999997,1821.3,184.64999999999986,-0.6183333333333323,0.9425493716337523,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,TOLIMA,IBAGUE,670.7,641.7,473.6,0.738,1376.2,22.23,0.656,,0.656,,1376.2,-326.25,0.1316666666666677,0.9567615923661846,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,TOLIMA,IBAGUE,726.0,618.1,444.4,0.719,1427.8,21.55,0.738,0.656,0.6970000000000001,,1427.8,-274.6500000000001,-0.548333333333332,0.8513774104683196,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,TOLIMA,IBAGUE,704.1,682.9,482.3,0.706,1958.1,21.21,0.719,0.738,0.7043333333333334,0.02099999999999998,1958.1,255.64999999999986,-0.8883333333333319,0.969890640534015,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,TOLIMA,IBAGUE,634.3,544.0,362.8,0.667,1656.3,22.32,0.706,0.719,0.721,-0.010666666666666677,1656.3,-46.15000000000009,0.22166666666666757,0.8576383414787956,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,TOLIMA,IBAGUE,717.5,623.2,376.8,0.605,2251.2,22.32,0.667,0.706,0.6973333333333332,-0.01733333333333331,2251.2,548.7499999999998,0.22166666666666757,0.8685714285714287,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,HUILA,ISNOS,450.3,430.8,335.4,0.779,1783.4,21.88,0.933,,0.933,,1783.4,146.75,0.4816666666666656,0.9566955363091273,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,HUILA,ISNOS,499.5,446.5,374.2,0.838,1650.1,20.66,0.779,0.933,0.8560000000000001,,1650.1,13.449999999999818,-0.7383333333333333,0.8938938938938938,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,HUILA,ISNOS,468.3,399.0,385.3,0.966,1397.0,21.52,0.838,0.779,0.85,-0.0316666666666667,1397.0,-239.6500000000001,0.12166666666666615,0.852017937219731,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,HUILA,ISNOS,434.9,387.6,287.7,0.742,1389.6,21.88,0.966,0.838,0.8610000000000001,0.06233333333333332,1389.6,-247.05000000000018,0.4816666666666656,0.8912393653713498,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,HUILA,ISNOS,451.2,438.2,393.7,0.898,1821.3,20.78,0.742,0.966,0.8486666666666668,-0.031999999999999994,1821.3,184.64999999999986,-0.6183333333333323,0.9711879432624113,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,ANTIOQUIA,JARDIN,543.8,530.9,474.5,0.894,2369.0,19.55,0.849,,0.849,,2369.0,284.3833333333332,-1.1166666666666671,0.9762780433983083,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,ANTIOQUIA,JARDIN,569.2,547.2,552.6,1.01,2196.6,20.71,0.894,0.849,0.8714999999999999,,2196.6,111.98333333333312,0.043333333333333,0.9613492621222769,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,ANTIOQUIA,JARDIN,541.1,483.3,374.5,0.775,2180.0,21.87,1.01,0.894,0.9176666666666667,0.053666666666666675,2180.0,95.38333333333321,1.2033333333333331,0.8931805581223433,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,ANTIOQUIA,JARDIN,530.4,497.2,542.3,1.091,2066.5,20.92,0.775,1.01,0.8930000000000001,-0.03966666666666666,2066.5,-18.116666666666788,0.25333333333333385,0.9374057315233786,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,ANTIOQUIA,JARDIN,549.7,477.2,461.9,0.968,1801.9,20.79,1.091,0.775,0.9586666666666667,0.026999999999999986,1801.9,-282.7166666666667,0.1233333333333313,0.8681098781153356,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,LA FLORIDA,994.2,866.5,775.0,0.894,1623.9,18.83,0.897,,0.897,,1623.9,162.4666666666667,-0.03500000000000014,0.8715550191108429,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,LA FLORIDA,1093.1,1003.3,751.3,0.749,1396.7,18.9,0.894,0.897,0.8955,,1396.7,-64.73333333333335,0.03500000000000014,0.9178483212880798,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,LA FLORIDA,1074.9,1025.5,906.6,0.884,1522.0,18.95,0.749,0.894,0.8466666666666667,-0.04933333333333334,1522.0,60.566666666666606,0.08500000000000085,0.954042236487115,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,LA FLORIDA,1133.2,1068.9,1077.6,1.008,1415.5,18.08,0.884,0.749,0.8423333333333334,-0.003333333333333336,1415.5,-45.933333333333394,-0.7850000000000001,0.9432580303565126,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,LA FLORIDA,1047.0,1000.6,891.7,0.891,1390.0,19.71,1.008,0.884,0.8803333333333333,0.08633333333333333,1390.0,-71.4333333333334,0.8450000000000024,0.9556829035339064,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,LINARES,662.0,615.0,484.2,0.787,1623.9,18.83,0.905,,0.905,,1623.9,162.4666666666667,-0.03500000000000014,0.9290030211480362,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,LINARES,697.8,613.4,505.5,0.824,1396.7,18.9,0.787,0.905,0.8460000000000001,,1396.7,-64.73333333333335,0.03500000000000014,0.879048437947836,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,LINARES,698.0,596.3,550.4,0.923,1522.0,18.95,0.824,0.787,0.8386666666666667,-0.027000000000000024,1522.0,60.566666666666606,0.08500000000000085,0.8542979942693409,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,LINARES,669.2,642.4,652.7,1.016,1415.5,18.08,0.923,0.824,0.8446666666666666,0.04533333333333334,1415.5,-45.933333333333394,-0.7850000000000001,0.9599521817095038,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,LINARES,731.4,637.3,556.9,0.874,1390.0,19.71,1.016,0.923,0.9209999999999999,0.06400000000000002,1390.0,-71.4333333333334,0.8450000000000024,0.8713426305715066,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,MAGDALENA,MAGDALENA-M1,716.5,666.6,641.9,0.963,1833.0,20.66,0.933,,0.933,,1833.0,224.3666666666668,0.17833333333333456,0.9303558967201675,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,MAGDALENA,MAGDALENA-M1,659.5,632.2,618.7,0.979,1808.1,20.01,0.963,0.933,0.948,,1808.1,199.4666666666667,-0.471666666666664,0.9586050037907506,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,MAGDALENA,MAGDALENA-M1,676.3,625.4,499.5,0.799,1313.0,20.28,0.979,0.963,0.9583333333333334,0.01533333333333331,1313.0,-295.6333333333332,-0.20166666666666444,0.9247375425107202,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,MAGDALENA,MAGDALENA-M1,666.9,647.1,651.4,1.007,1712.1,20.26,0.799,0.979,0.9136666666666667,-0.05466666666666664,1712.1,103.4666666666667,-0.22166666666666401,0.970310391363023,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
